dc (V),V1:p (W=5.00e-06) (A),V1:p (W=1.00e-05) (A),V1:p (W=1.50e-05) (A),dc (V),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 2e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 1.5e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 1e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 5e-06)),dc (V),V1:p (W=2.00e-05) (A)
752.0E-3,29.85E-9,58.13E-9,86.33E-9,754.0E-3,-3.596E-6,-2.714E-6,-1.832E-6,-944.9E-9,752.0E-3,114.5E-9
754.0E-3,27.96E-9,54.47E-9,80.90E-9,756.0E-3,-3.375E-6,-2.547E-6,-1.719E-6,-886.4E-9,754.0E-3,107.3E-9
756.0E-3,26.19E-9,51.03E-9,75.81E-9,758.0E-3,-3.167E-6,-2.390E-6,-1.613E-6,-831.5E-9,756.0E-3,100.6E-9
758.0E-3,24.53E-9,47.80E-9,71.03E-9,760.0E-3,-2.972E-6,-2.243E-6,-1.513E-6,-779.9E-9,758.0E-3,94.24E-9
760.0E-3,22.97E-9,44.78E-9,66.54E-9,762.0E-3,-2.788E-6,-2.104E-6,-1.419E-6,-731.3E-9,760.0E-3,88.30E-9
762.0E-3,21.50E-9,41.94E-9,62.33E-9,764.0E-3,-2.616E-6,-1.973E-6,-1.331E-6,-685.8E-9,762.0E-3,82.72E-9
764.0E-3,20.13E-9,39.28E-9,58.39E-9,766.0E-3,-2.454E-6,-1.851E-6,-1.248E-6,-642.9E-9,764.0E-3,77.49E-9
766.0E-3,18.85E-9,36.78E-9,54.68E-9,768.0E-3,-2.301E-6,-1.736E-6,-1.170E-6,-602.7E-9,766.0E-3,72.58E-9
768.0E-3,17.64E-9,34.44E-9,51.21E-9,770.0E-3,-2.158E-6,-1.628E-6,-1.097E-6,-564.9E-9,768.0E-3,67.98E-9
770.0E-3,16.51E-9,32.25E-9,47.96E-9,772.0E-3,-2.023E-6,-1.526E-6,-1.029E-6,-529.4E-9,770.0E-3,63.66E-9
772.0E-3,15.45E-9,30.19E-9,44.90E-9,774.0E-3,-1.897E-6,-1.431E-6,-964.3E-9,-496.1E-9,772.0E-3,59.62E-9
774.0E-3,14.46E-9,28.26E-9,42.04E-9,776.0E-3,-1.779E-6,-1.341E-6,-903.8E-9,-464.9E-9,774.0E-3,55.82E-9
776.0E-3,13.53E-9,26.45E-9,39.36E-9,778.0E-3,-1.667E-6,-1.257E-6,-847.0E-9,-435.5E-9,776.0E-3,52.26E-9
778.0E-3,12.66E-9,24.76E-9,36.85E-9,780.0E-3,-1.563E-6,-1.178E-6,-793.8E-9,-408.0E-9,778.0E-3,48.93E-9
780.0E-3,11.84E-9,23.17E-9,34.49E-9,782.0E-3,-1.465E-6,-1.104E-6,-743.7E-9,-382.2E-9,780.0E-3,45.80E-9
782.0E-3,11.08E-9,21.68E-9,32.28E-9,784.0E-3,-1.372E-6,-1.035E-6,-696.8E-9,-357.9E-9,782.0E-3,42.88E-9
784.0E-3,10.36E-9,20.29E-9,30.21E-9,786.0E-3,-1.286E-6,-969.4E-9,-652.8E-9,-335.2E-9,784.0E-3,40.13E-9
786.0E-3,9.693E-9,18.98E-9,28.27E-9,788.0E-3,-1.205E-6,-908.2E-9,-611.4E-9,-313.9E-9,786.0E-3,37.56E-9
788.0E-3,9.065E-9,17.76E-9,26.46E-9,790.0E-3,-1.129E-6,-850.8E-9,-572.7E-9,-293.9E-9,788.0E-3,35.15E-9
790.0E-3,8.477E-9,16.62E-9,24.75E-9,792.0E-3,-1.057E-6,-796.9E-9,-536.3E-9,-275.2E-9,790.0E-3,32.89E-9
792.0E-3,7.927E-9,15.54E-9,23.16E-9,794.0E-3,-990.5E-9,-746.4E-9,-502.3E-9,-257.6E-9,792.0E-3,30.78E-9
794.0E-3,7.412E-9,14.54E-9,21.67E-9,796.0E-3,-927.7E-9,-699.1E-9,-470.3E-9,-241.1E-9,794.0E-3,28.79E-9
796.0E-3,6.929E-9,13.60E-9,20.27E-9,798.0E-3,-868.8E-9,-654.6E-9,-440.3E-9,-225.7E-9,796.0E-3,26.94E-9
798.0E-3,6.478E-9,12.72E-9,18.96E-9,800.0E-3,-813.6E-9,-613.0E-9,-412.2E-9,-211.2E-9,798.0E-3,25.20E-9
800.0E-3,6.056E-9,11.89E-9,17.73E-9,802.0E-3,-761.9E-9,-573.9E-9,-385.9E-9,-197.6E-9,800.0E-3,23.57E-9
802.0E-3,5.660E-9,11.12E-9,16.59E-9,804.0E-3,-713.3E-9,-537.3E-9,-361.2E-9,-184.9E-9,802.0E-3,22.05E-9
804.0E-3,5.291E-9,10.40E-9,15.51E-9,806.0E-3,-667.8E-9,-503.0E-9,-338.1E-9,-173.0E-9,804.0E-3,20.62E-9
806.0E-3,4.944E-9,9.722E-9,14.51E-9,808.0E-3,-625.2E-9,-470.8E-9,-316.4E-9,-161.9E-9,806.0E-3,19.29E-9
808.0E-3,4.621E-9,9.089E-9,13.56E-9,810.0E-3,-585.2E-9,-440.7E-9,-296.1E-9,-151.4E-9,808.0E-3,18.04E-9
810.0E-3,4.318E-9,8.497E-9,12.68E-9,812.0E-3,-547.8E-9,-412.5E-9,-277.1E-9,-141.6E-9,810.0E-3,16.87E-9
812.0E-3,4.035E-9,7.942E-9,11.86E-9,814.0E-3,-512.7E-9,-386.0E-9,-259.3E-9,-132.5E-9,812.0E-3,15.77E-9
814.0E-3,3.770E-9,7.424E-9,11.09E-9,816.0E-3,-479.8E-9,-361.2E-9,-242.6E-9,-123.9E-9,814.0E-3,14.75E-9
816.0E-3,3.522E-9,6.939E-9,10.36E-9,818.0E-3,-449.0E-9,-338.0E-9,-226.9E-9,-115.9E-9,816.0E-3,13.79E-9
818.0E-3,3.290E-9,6.485E-9,9.688E-9,820.0E-3,-420.2E-9,-316.3E-9,-212.3E-9,-108.4E-9,818.0E-3,12.89E-9
820.0E-3,3.073E-9,6.060E-9,9.055E-9,822.0E-3,-393.1E-9,-295.9E-9,-198.6E-9,-101.3E-9,820.0E-3,12.05E-9
822.0E-3,2.871E-9,5.663E-9,8.463E-9,824.0E-3,-367.8E-9,-276.8E-9,-185.7E-9,-94.72E-9,822.0E-3,11.26E-9
824.0E-3,2.681E-9,5.292E-9,7.910E-9,826.0E-3,-344.1E-9,-258.9E-9,-173.7E-9,-88.56E-9,824.0E-3,10.53E-9
826.0E-3,2.504E-9,4.944E-9,7.392E-9,828.0E-3,-321.9E-9,-242.2E-9,-162.5E-9,-82.79E-9,826.0E-3,9.838E-9
828.0E-3,2.339E-9,4.619E-9,6.907E-9,830.0E-3,-301.1E-9,-226.5E-9,-151.9E-9,-77.39E-9,828.0E-3,9.195E-9
830.0E-3,2.184E-9,4.315E-9,6.454E-9,832.0E-3,-281.7E-9,-211.9E-9,-142.1E-9,-72.33E-9,830.0E-3,8.592E-9
832.0E-3,2.039E-9,4.031E-9,6.031E-9,834.0E-3,-263.4E-9,-198.2E-9,-132.8E-9,-67.61E-9,832.0E-3,8.029E-9
834.0E-3,1.904E-9,3.765E-9,5.634E-9,836.0E-3,-246.4E-9,-185.3E-9,-124.2E-9,-63.18E-9,834.0E-3,7.502E-9
836.0E-3,1.778E-9,3.517E-9,5.264E-9,838.0E-3,-230.4E-9,-173.3E-9,-116.1E-9,-59.05E-9,836.0E-3,7.009E-9
838.0E-3,1.660E-9,3.285E-9,4.917E-9,840.0E-3,-215.5E-9,-162.0E-9,-108.6E-9,-55.18E-9,838.0E-3,6.548E-9
840.0E-3,1.549E-9,3.068E-9,4.593E-9,842.0E-3,-201.5E-9,-151.5E-9,-101.5E-9,-51.56E-9,840.0E-3,6.118E-9
842.0E-3,1.446E-9,2.865E-9,4.290E-9,844.0E-3,-188.4E-9,-141.6E-9,-94.85E-9,-48.17E-9,842.0E-3,5.715E-9
844.0E-3,1.350E-9,2.675E-9,4.007E-9,846.0E-3,-176.1E-9,-132.4E-9,-88.66E-9,-45.01E-9,844.0E-3,5.338E-9
846.0E-3,1.260E-9,2.498E-9,3.742E-9,848.0E-3,-164.7E-9,-123.8E-9,-82.86E-9,-42.05E-9,846.0E-3,4.986E-9
848.0E-3,1.176E-9,2.332E-9,3.494E-9,850.0E-3,-153.9E-9,-115.7E-9,-77.44E-9,-39.28E-9,848.0E-3,4.656E-9
850.0E-3,1.097E-9,2.177E-9,3.263E-9,852.0E-3,-143.9E-9,-108.1E-9,-72.37E-9,-36.69E-9,850.0E-3,4.348E-9
852.0E-3,1.024E-9,2.032E-9,3.047E-9,854.0E-3,-134.5E-9,-101.1E-9,-67.63E-9,-34.27E-9,852.0E-3,4.060E-9
854.0E-3,955.1E-12,1.897E-9,2.845E-9,856.0E-3,-125.7E-9,-94.47E-9,-63.19E-9,-32.01E-9,854.0E-3,3.791E-9
856.0E-3,891.1E-12,1.771E-9,2.656E-9,858.0E-3,-117.5E-9,-88.29E-9,-59.04E-9,-29.90E-9,856.0E-3,3.540E-9
858.0E-3,831.3E-12,1.653E-9,2.479E-9,860.0E-3,-109.8E-9,-82.51E-9,-55.17E-9,-27.92E-9,858.0E-3,3.305E-9
860.0E-3,775.5E-12,1.542E-9,2.314E-9,862.0E-3,-102.6E-9,-77.10E-9,-51.54E-9,-26.07E-9,860.0E-3,3.085E-9
862.0E-3,723.3E-12,1.439E-9,2.160E-9,864.0E-3,-95.92E-9,-72.04E-9,-48.15E-9,-24.35E-9,862.0E-3,2.880E-9
864.0E-3,674.6E-12,1.343E-9,2.016E-9,866.0E-3,-89.64E-9,-67.31E-9,-44.98E-9,-22.73E-9,864.0E-3,2.688E-9
866.0E-3,629.2E-12,1.253E-9,1.881E-9,868.0E-3,-83.76E-9,-62.89E-9,-42.01E-9,-21.23E-9,866.0E-3,2.509E-9
868.0E-3,586.7E-12,1.169E-9,1.755E-9,870.0E-3,-78.26E-9,-58.76E-9,-39.24E-9,-19.82E-9,868.0E-3,2.341E-9
870.0E-3,547.1E-12,1.090E-9,1.638E-9,872.0E-3,-73.12E-9,-54.89E-9,-36.66E-9,-18.50E-9,870.0E-3,2.185E-9
872.0E-3,510.1E-12,1.017E-9,1.528E-9,874.0E-3,-68.31E-9,-51.28E-9,-34.23E-9,-17.27E-9,872.0E-3,2.039E-9
874.0E-3,475.5E-12,948.7E-12,1.425E-9,876.0E-3,-63.82E-9,-47.90E-9,-31.97E-9,-16.12E-9,874.0E-3,1.902E-9
876.0E-3,443.3E-12,884.7E-12,1.330E-9,878.0E-3,-59.62E-9,-44.74E-9,-29.86E-9,-15.05E-9,876.0E-3,1.774E-9
878.0E-3,413.2E-12,825.0E-12,1.240E-9,880.0E-3,-55.69E-9,-41.79E-9,-27.88E-9,-14.05E-9,878.0E-3,1.655E-9
880.0E-3,385.1E-12,769.3E-12,1.157E-9,882.0E-3,-52.02E-9,-39.03E-9,-26.04E-9,-13.11E-9,880.0E-3,1.544E-9
882.0E-3,358.8E-12,717.2E-12,1.079E-9,884.0E-3,-48.59E-9,-36.45E-9,-24.31E-9,-12.24E-9,882.0E-3,1.440E-9
884.0E-3,334.4E-12,668.6E-12,1.006E-9,886.0E-3,-45.38E-9,-34.05E-9,-22.70E-9,-11.42E-9,884.0E-3,1.342E-9
886.0E-3,311.5E-12,623.2E-12,937.5E-12,888.0E-3,-42.39E-9,-31.79E-9,-21.19E-9,-10.66E-9,886.0E-3,1.252E-9
888.0E-3,290.2E-12,580.8E-12,873.9E-12,890.0E-3,-39.59E-9,-29.69E-9,-19.79E-9,-9.948E-9,888.0E-3,1.167E-9
890.0E-3,270.3E-12,541.2E-12,814.6E-12,892.0E-3,-36.97E-9,-27.73E-9,-18.47E-9,-9.283E-9,890.0E-3,1.088E-9
892.0E-3,251.7E-12,504.2E-12,759.1E-12,894.0E-3,-34.53E-9,-25.89E-9,-17.25E-9,-8.662E-9,892.0E-3,1.014E-9
894.0E-3,234.4E-12,469.8E-12,707.3E-12,896.0E-3,-32.24E-9,-24.17E-9,-16.10E-9,-8.082E-9,894.0E-3,944.8E-12
896.0E-3,218.3E-12,437.6E-12,659.0E-12,898.0E-3,-30.11E-9,-22.57E-9,-15.03E-9,-7.541E-9,896.0E-3,880.3E-12
898.0E-3,203.2E-12,407.5E-12,613.8E-12,900.0E-3,-28.11E-9,-21.07E-9,-14.03E-9,-7.036E-9,898.0E-3,820.1E-12
900.0E-3,189.1E-12,379.4E-12,571.7E-12,902.0E-3,-26.25E-9,-19.67E-9,-13.09E-9,-6.565E-9,900.0E-3,763.8E-12
902.0E-3,176.0E-12,353.2E-12,532.3E-12,904.0E-3,-24.51E-9,-18.37E-9,-12.22E-9,-6.125E-9,902.0E-3,711.3E-12
904.0E-3,163.7E-12,328.8E-12,495.6E-12,906.0E-3,-22.88E-9,-17.15E-9,-11.41E-9,-5.714E-9,904.0E-3,662.3E-12
906.0E-3,152.3E-12,306.0E-12,461.3E-12,908.0E-3,-21.37E-9,-16.01E-9,-10.65E-9,-5.331E-9,906.0E-3,616.6E-12
908.0E-3,141.6E-12,284.7E-12,429.3E-12,910.0E-3,-19.95E-9,-14.94E-9,-9.938E-9,-4.973E-9,908.0E-3,573.8E-12
910.0E-3,131.7E-12,264.8E-12,399.4E-12,912.0E-3,-18.62E-9,-13.95E-9,-9.275E-9,-4.639E-9,910.0E-3,533.9E-12
912.0E-3,122.4E-12,246.3E-12,371.5E-12,914.0E-3,-17.39E-9,-13.02E-9,-8.656E-9,-4.327E-9,912.0E-3,496.7E-12
914.0E-3,113.8E-12,229.0E-12,345.5E-12,916.0E-3,-16.23E-9,-12.16E-9,-8.079E-9,-4.037E-9,914.0E-3,461.9E-12
916.0E-3,105.7E-12,212.8E-12,321.2E-12,918.0E-3,-15.15E-9,-11.35E-9,-7.540E-9,-3.766E-9,916.0E-3,429.4E-12
918.0E-3,98.15E-12,197.7E-12,298.5E-12,920.0E-3,-14.15E-9,-10.59E-9,-7.036E-9,-3.513E-9,918.0E-3,399.1E-12
920.0E-3,91.13E-12,183.6E-12,277.3E-12,922.0E-3,-13.21E-9,-9.888E-9,-6.567E-9,-3.277E-9,920.0E-3,370.8E-12
922.0E-3,84.58E-12,170.5E-12,257.5E-12,924.0E-3,-12.33E-9,-9.230E-9,-6.128E-9,-3.056E-9,922.0E-3,344.4E-12
924.0E-3,78.46E-12,158.3E-12,239.0E-12,926.0E-3,-11.51E-9,-8.616E-9,-5.719E-9,-2.851E-9,924.0E-3,319.8E-12
926.0E-3,72.76E-12,146.8E-12,221.8E-12,928.0E-3,-10.75E-9,-8.043E-9,-5.338E-9,-2.659E-9,926.0E-3,296.7E-12
928.0E-3,67.44E-12,136.1E-12,205.7E-12,930.0E-3,-10.03E-9,-7.507E-9,-4.980E-9,-2.480E-9,928.0E-3,275.3E-12
930.0E-3,62.48E-12,126.2E-12,190.7E-12,932.0E-3,-9.364E-9,-7.006E-9,-4.647E-9,-2.313E-9,930.0E-3,255.2E-12
932.0E-3,57.86E-12,116.9E-12,176.7E-12,934.0E-3,-8.741E-9,-6.539E-9,-4.336E-9,-2.157E-9,932.0E-3,236.5E-12
934.0E-3,53.54E-12,108.2E-12,163.6E-12,936.0E-3,-8.159E-9,-6.103E-9,-4.046E-9,-2.012E-9,934.0E-3,219.0E-12
936.0E-3,49.52E-12,100.1E-12,151.4E-12,938.0E-3,-7.616E-9,-5.697E-9,-3.776E-9,-1.877E-9,936.0E-3,202.7E-12
938.0E-3,45.77E-12,92.57E-12,140.0E-12,940.0E-3,-7.110E-9,-5.318E-9,-3.524E-9,-1.750E-9,938.0E-3,187.4E-12
940.0E-3,42.26E-12,85.52E-12,129.4E-12,942.0E-3,-6.638E-9,-4.964E-9,-3.289E-9,-1.633E-9,940.0E-3,173.2E-12
942.0E-3,39.00E-12,78.94E-12,119.4E-12,944.0E-3,-6.198E-9,-4.634E-9,-3.069E-9,-1.523E-9,942.0E-3,159.9E-12
944.0E-3,35.95E-12,72.80E-12,110.2E-12,946.0E-3,-5.786E-9,-4.326E-9,-2.865E-9,-1.421E-9,944.0E-3,147.5E-12
946.0E-3,33.11E-12,67.07E-12,101.5E-12,948.0E-3,-5.403E-9,-4.039E-9,-2.674E-9,-1.326E-9,946.0E-3,136.0E-12
948.0E-3,30.46E-12,61.72E-12,93.45E-12,950.0E-3,-5.045E-9,-3.771E-9,-2.496E-9,-1.237E-9,948.0E-3,125.2E-12
950.0E-3,27.98E-12,56.73E-12,85.91E-12,952.0E-3,-4.711E-9,-3.521E-9,-2.330E-9,-1.154E-9,950.0E-3,115.1E-12
952.0E-3,25.68E-12,52.07E-12,78.87E-12,954.0E-3,-4.399E-9,-3.287E-9,-2.175E-9,-1.077E-9,952.0E-3,105.6E-12
954.0E-3,23.52E-12,47.72E-12,72.29E-12,956.0E-3,-4.107E-9,-3.069E-9,-2.030E-9,-1.005E-9,954.0E-3,96.85E-12
956.0E-3,21.51E-12,43.66E-12,66.15E-12,958.0E-3,-3.835E-9,-2.865E-9,-1.895E-9,-937.2E-12,956.0E-3,88.63E-12
958.0E-3,19.64E-12,39.87E-12,60.42E-12,960.0E-3,-3.581E-9,-2.675E-9,-1.768E-9,-874.2E-12,958.0E-3,80.96E-12
960.0E-3,17.89E-12,36.34E-12,55.07E-12,962.0E-3,-3.343E-9,-2.497E-9,-1.650E-9,-815.5E-12,960.0E-3,73.80E-12
962.0E-3,16.26E-12,33.04E-12,50.08E-12,964.0E-3,-3.120E-9,-2.330E-9,-1.540E-9,-760.5E-12,962.0E-3,67.12E-12
964.0E-3,14.74E-12,29.96E-12,45.42E-12,966.0E-3,-2.912E-9,-2.175E-9,-1.437E-9,-709.2E-12,964.0E-3,60.88E-12
966.0E-3,13.32E-12,27.08E-12,41.07E-12,968.0E-3,-2.717E-9,-2.029E-9,-1.340E-9,-661.1E-12,966.0E-3,55.05E-12
968.0E-3,12.00E-12,24.40E-12,37.01E-12,970.0E-3,-2.535E-9,-1.892E-9,-1.249E-9,-616.2E-12,968.0E-3,49.62E-12
970.0E-3,10.77E-12,21.90E-12,33.23E-12,972.0E-3,-2.363E-9,-1.764E-9,-1.165E-9,-574.0E-12,970.0E-3,44.55E-12
972.0E-3,9.619E-12,19.58E-12,29.70E-12,974.0E-3,-2.203E-9,-1.644E-9,-1.085E-9,-534.5E-12,972.0E-3,39.82E-12
974.0E-3,8.549E-12,17.41E-12,26.41E-12,976.0E-3,-2.052E-9,-1.531E-9,-1.010E-9,-497.5E-12,974.0E-3,35.42E-12
976.0E-3,7.554E-12,15.38E-12,23.35E-12,978.0E-3,-1.910E-9,-1.425E-9,-940.3E-12,-462.8E-12,976.0E-3,31.31E-12
978.0E-3,6.629E-12,13.50E-12,20.50E-12,980.0E-3,-1.777E-9,-1.326E-9,-874.5E-12,-430.2E-12,978.0E-3,27.49E-12
980.0E-3,5.769E-12,11.76E-12,17.85E-12,982.0E-3,-1.652E-9,-1.232E-9,-812.6E-12,-399.5E-12,980.0E-3,23.94E-12
982.0E-3,4.970E-12,10.13E-12,15.38E-12,984.0E-3,-1.534E-9,-1.144E-9,-754.4E-12,-370.7E-12,982.0E-3,20.63E-12
984.0E-3,4.228E-12,8.621E-12,13.09E-12,986.0E-3,-1.424E-9,-1.062E-9,-699.6E-12,-343.6E-12,984.0E-3,17.56E-12
986.0E-3,3.541E-12,7.222E-12,10.97E-12,988.0E-3,-1.319E-9,-983.7E-12,-648.1E-12,-318.2E-12,986.0E-3,14.72E-12
988.0E-3,2.905E-12,5.926E-12,9.003E-12,990.0E-3,-1.221E-9,-910.3E-12,-599.6E-12,-294.2E-12,988.0E-3,12.08E-12
990.0E-3,2.316E-12,4.727E-12,7.182E-12,992.0E-3,-1.128E-9,-841.1E-12,-553.9E-12,-271.6E-12,990.0E-3,9.636E-12
992.0E-3,1.773E-12,3.619E-12,5.500E-12,994.0E-3,-1.041E-9,-776.0E-12,-510.8E-12,-250.4E-12,992.0E-3,7.380E-12
994.0E-3,1.272E-12,2.597E-12,3.948E-12,996.0E-3,-958.8E-12,-714.6E-12,-470.3E-12,-230.4E-12,994.0E-3,5.298E-12
996.0E-3,811.3E-15,1.657E-12,2.519E-12,998.0E-3,-881.4E-12,-656.8E-12,-432.1E-12,-211.6E-12,996.0E-3,3.380E-12
998.0E-3,388.0E-15,792.6E-15,1.205E-12,1.000,-808.6E-12,-602.5E-12,-396.3E-12,-194.0E-12,998.0E-3,1.617E-12
1.000,195.6E-30,422.8E-30,3.869E-27, , , , , ,1.000,-858.3E-30
