dc (V),V1:p (W=3.00e-06) (A),V1:p (W=6.00e-06) (A),V1:p (W=9.00e-06) (A),V1:p (W=1.20e-05) (A),V1:p (W=1.50e-05) (A),V1:p (W=1.80e-05) (A),V1:p (W=2.10e-05) (A),V1:p (W=2.70e-05) (A),V1:p (W=3.00e-05) (A),dc (V),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 3e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 2.7e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 2.4e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 2.1e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 1.8e-05)),dc (V),V1:p (W=2.40e-05) (A)
398.0E-3,68.08E-6,135.1E-6,202.5E-6,269.9E-6,337.2E-6,404.6E-6,471.9E-6,606.5E-6,673.8E-6,400.0E-3,-8.021E-3,-7.218E-3,-6.415E-3,-5.613E-3,-4.810E-3,398.0E-3,539.2E-6
400.0E-3,66.48E-6,131.9E-6,197.7E-6,263.5E-6,329.2E-6,394.9E-6,460.7E-6,592.1E-6,657.8E-6,402.0E-3,-7.909E-3,-7.118E-3,-6.326E-3,-5.535E-3,-4.743E-3,400.0E-3,526.4E-6
402.0E-3,64.90E-6,128.7E-6,193.0E-6,257.2E-6,321.3E-6,385.5E-6,449.6E-6,577.9E-6,642.0E-6,404.0E-3,-7.798E-3,-7.017E-3,-6.237E-3,-5.457E-3,-4.676E-3,402.0E-3,513.7E-6
404.0E-3,63.35E-6,125.6E-6,188.3E-6,250.9E-6,313.5E-6,376.1E-6,438.7E-6,563.8E-6,626.4E-6,406.0E-3,-7.685E-3,-6.916E-3,-6.147E-3,-5.378E-3,-4.609E-3,404.0E-3,501.3E-6
406.0E-3,61.81E-6,122.5E-6,183.7E-6,244.8E-6,305.8E-6,366.9E-6,427.9E-6,550.0E-6,611.0E-6,408.0E-3,-7.573E-3,-6.815E-3,-6.057E-3,-5.299E-3,-4.541E-3,406.0E-3,489.0E-6
408.0E-3,60.30E-6,119.5E-6,179.2E-6,238.7E-6,298.3E-6,357.8E-6,417.3E-6,536.4E-6,595.9E-6,410.0E-3,-7.460E-3,-6.713E-3,-5.967E-3,-5.220E-3,-4.474E-3,408.0E-3,476.8E-6
410.0E-3,58.81E-6,116.6E-6,174.7E-6,232.8E-6,290.8E-6,348.9E-6,406.9E-6,522.9E-6,580.9E-6,412.0E-3,-7.346E-3,-6.611E-3,-5.876E-3,-5.141E-3,-4.406E-3,410.0E-3,464.9E-6
412.0E-3,57.34E-6,113.6E-6,170.3E-6,226.9E-6,283.5E-6,340.1E-6,396.6E-6,509.7E-6,566.3E-6,414.0E-3,-7.232E-3,-6.508E-3,-5.785E-3,-5.061E-3,-4.337E-3,412.0E-3,453.2E-6
414.0E-3,55.90E-6,110.7E-6,166.0E-6,221.1E-6,276.3E-6,331.4E-6,386.5E-6,496.7E-6,551.8E-6,416.0E-3,-7.118E-3,-6.406E-3,-5.693E-3,-4.981E-3,-4.269E-3,414.0E-3,441.6E-6
416.0E-3,54.47E-6,107.9E-6,161.7E-6,215.4E-6,269.1E-6,322.8E-6,376.5E-6,483.9E-6,537.6E-6,418.0E-3,-7.003E-3,-6.303E-3,-5.602E-3,-4.901E-3,-4.200E-3,416.0E-3,430.2E-6
418.0E-3,53.07E-6,105.1E-6,157.5E-6,209.8E-6,262.1E-6,314.4E-6,366.7E-6,471.3E-6,523.5E-6,420.0E-3,-6.889E-3,-6.199E-3,-5.510E-3,-4.821E-3,-4.131E-3,418.0E-3,419.0E-6
420.0E-3,51.70E-6,102.4E-6,153.4E-6,204.3E-6,255.3E-6,306.2E-6,357.1E-6,458.9E-6,509.8E-6,422.0E-3,-6.774E-3,-6.096E-3,-5.418E-3,-4.740E-3,-4.063E-3,420.0E-3,408.0E-6
422.0E-3,50.34E-6,99.67E-6,149.3E-6,198.9E-6,248.5E-6,298.1E-6,347.6E-6,446.7E-6,496.2E-6,424.0E-3,-6.659E-3,-5.992E-3,-5.326E-3,-4.660E-3,-3.994E-3,422.0E-3,397.1E-6
424.0E-3,49.01E-6,97.02E-6,145.3E-6,193.6E-6,241.8E-6,290.1E-6,338.3E-6,434.7E-6,482.9E-6,426.0E-3,-6.543E-3,-5.889E-3,-5.234E-3,-4.579E-3,-3.925E-3,424.0E-3,386.5E-6
426.0E-3,47.70E-6,94.41E-6,141.4E-6,188.4E-6,235.3E-6,282.2E-6,329.1E-6,422.9E-6,469.8E-6,428.0E-3,-6.428E-3,-5.785E-3,-5.142E-3,-4.499E-3,-3.856E-3,426.0E-3,376.0E-6
428.0E-3,46.41E-6,91.84E-6,137.6E-6,183.2E-6,228.9E-6,274.5E-6,320.1E-6,411.4E-6,457.0E-6,430.0E-3,-6.313E-3,-5.682E-3,-5.050E-3,-4.418E-3,-3.787E-3,428.0E-3,365.7E-6
430.0E-3,45.15E-6,89.32E-6,133.8E-6,178.2E-6,222.6E-6,266.9E-6,311.3E-6,400.0E-6,444.3E-6,432.0E-3,-6.198E-3,-5.578E-3,-4.958E-3,-4.338E-3,-3.718E-3,430.0E-3,355.6E-6
432.0E-3,43.90E-6,86.85E-6,130.1E-6,173.2E-6,216.4E-6,259.5E-6,302.6E-6,388.8E-6,431.9E-6,434.0E-3,-6.083E-3,-5.475E-3,-4.866E-3,-4.257E-3,-3.649E-3,432.0E-3,345.7E-6
434.0E-3,42.69E-6,84.43E-6,126.4E-6,168.4E-6,210.3E-6,252.2E-6,294.1E-6,377.9E-6,419.8E-6,436.0E-3,-5.968E-3,-5.371E-3,-4.774E-3,-4.177E-3,-3.580E-3,434.0E-3,336.0E-6
436.0E-3,41.49E-6,82.04E-6,122.8E-6,163.6E-6,204.3E-6,245.0E-6,285.7E-6,367.1E-6,407.8E-6,438.0E-3,-5.854E-3,-5.268E-3,-4.683E-3,-4.097E-3,-3.511E-3,436.0E-3,326.4E-6
438.0E-3,40.31E-6,79.71E-6,119.3E-6,158.9E-6,198.5E-6,238.0E-6,277.5E-6,356.6E-6,396.1E-6,440.0E-3,-5.739E-3,-5.165E-3,-4.591E-3,-4.017E-3,-3.443E-3,438.0E-3,317.1E-6
440.0E-3,39.16E-6,77.42E-6,115.9E-6,154.3E-6,192.7E-6,231.1E-6,269.5E-6,346.3E-6,384.7E-6,442.0E-3,-5.625E-3,-5.063E-3,-4.500E-3,-3.937E-3,-3.375E-3,440.0E-3,307.9E-6
442.0E-3,38.03E-6,75.17E-6,112.5E-6,149.8E-6,187.1E-6,224.4E-6,261.6E-6,336.2E-6,373.4E-6,444.0E-3,-5.512E-3,-4.960E-3,-4.409E-3,-3.858E-3,-3.307E-3,442.0E-3,298.9E-6
444.0E-3,36.93E-6,72.97E-6,109.2E-6,145.4E-6,181.6E-6,217.8E-6,253.9E-6,326.2E-6,362.4E-6,446.0E-3,-5.399E-3,-4.859E-3,-4.319E-3,-3.779E-3,-3.239E-3,444.0E-3,290.1E-6
446.0E-3,35.84E-6,70.82E-6,106.0E-6,141.1E-6,176.2E-6,211.3E-6,246.4E-6,316.5E-6,351.6E-6,448.0E-3,-5.286E-3,-4.757E-3,-4.229E-3,-3.700E-3,-3.171E-3,446.0E-3,281.4E-6
448.0E-3,34.78E-6,68.71E-6,102.8E-6,136.9E-6,170.9E-6,204.9E-6,239.0E-6,307.0E-6,341.0E-6,450.0E-3,-5.174E-3,-4.656E-3,-4.139E-3,-3.622E-3,-3.104E-3,448.0E-3,273.0E-6
450.0E-3,33.74E-6,66.64E-6,99.72E-6,132.7E-6,165.7E-6,198.7E-6,231.7E-6,297.7E-6,330.7E-6,452.0E-3,-5.062E-3,-4.556E-3,-4.050E-3,-3.544E-3,-3.037E-3,450.0E-3,264.7E-6
452.0E-3,32.72E-6,64.62E-6,96.68E-6,128.7E-6,160.7E-6,192.7E-6,224.6E-6,288.6E-6,320.5E-6,454.0E-3,-4.952E-3,-4.456E-3,-3.961E-3,-3.466E-3,-2.971E-3,452.0E-3,256.6E-6
454.0E-3,31.73E-6,62.64E-6,93.71E-6,124.7E-6,155.7E-6,186.7E-6,217.7E-6,279.7E-6,310.6E-6,456.0E-3,-4.841E-3,-4.357E-3,-3.873E-3,-3.389E-3,-2.905E-3,454.0E-3,248.7E-6
456.0E-3,30.75E-6,60.71E-6,90.81E-6,120.9E-6,150.9E-6,180.9E-6,210.9E-6,270.9E-6,301.0E-6,458.0E-3,-4.732E-3,-4.259E-3,-3.786E-3,-3.313E-3,-2.840E-3,456.0E-3,240.9E-6
458.0E-3,29.80E-6,58.82E-6,87.97E-6,117.1E-6,146.2E-6,175.2E-6,204.3E-6,262.4E-6,291.5E-6,460.0E-3,-4.624E-3,-4.161E-3,-3.699E-3,-3.237E-3,-2.774E-3,458.0E-3,233.4E-6
460.0E-3,28.87E-6,56.97E-6,85.19E-6,113.4E-6,141.5E-6,169.7E-6,197.8E-6,254.1E-6,282.2E-6,462.0E-3,-4.516E-3,-4.064E-3,-3.613E-3,-3.161E-3,-2.710E-3,460.0E-3,226.0E-6
462.0E-3,27.96E-6,55.16E-6,82.48E-6,109.8E-6,137.0E-6,164.3E-6,191.5E-6,246.0E-6,273.2E-6,464.0E-3,-4.409E-3,-3.968E-3,-3.528E-3,-3.087E-3,-2.646E-3,462.0E-3,218.7E-6
464.0E-3,27.07E-6,53.40E-6,79.84E-6,106.2E-6,132.6E-6,159.0E-6,185.3E-6,238.0E-6,264.4E-6,466.0E-3,-4.303E-3,-3.873E-3,-3.443E-3,-3.013E-3,-2.583E-3,464.0E-3,211.7E-6
466.0E-3,26.20E-6,51.68E-6,77.25E-6,102.8E-6,128.3E-6,153.8E-6,179.3E-6,230.3E-6,255.8E-6,468.0E-3,-4.199E-3,-3.779E-3,-3.359E-3,-2.940E-3,-2.520E-3,466.0E-3,204.8E-6
468.0E-3,25.36E-6,50.00E-6,74.73E-6,99.43E-6,124.1E-6,148.8E-6,173.4E-6,222.7E-6,247.4E-6,470.0E-3,-4.095E-3,-3.686E-3,-3.276E-3,-2.867E-3,-2.458E-3,468.0E-3,198.1E-6
470.0E-3,24.53E-6,48.36E-6,72.28E-6,96.15E-6,120.0E-6,143.8E-6,167.7E-6,215.4E-6,239.2E-6,472.0E-3,-3.992E-3,-3.593E-3,-3.194E-3,-2.795E-3,-2.396E-3,470.0E-3,191.5E-6
472.0E-3,23.72E-6,46.76E-6,69.88E-6,92.95E-6,116.0E-6,139.1E-6,162.1E-6,208.2E-6,231.2E-6,474.0E-3,-3.891E-3,-3.502E-3,-3.113E-3,-2.724E-3,-2.336E-3,472.0E-3,185.1E-6
474.0E-3,22.94E-6,45.21E-6,67.54E-6,89.84E-6,112.1E-6,134.4E-6,156.6E-6,201.2E-6,223.4E-6,476.0E-3,-3.791E-3,-3.412E-3,-3.033E-3,-2.654E-3,-2.275E-3,474.0E-3,178.9E-6
476.0E-3,22.17E-6,43.69E-6,65.27E-6,86.80E-6,108.3E-6,129.8E-6,151.3E-6,194.3E-6,215.8E-6,478.0E-3,-3.692E-3,-3.323E-3,-2.954E-3,-2.585E-3,-2.216E-3,476.0E-3,172.8E-6
478.0E-3,21.42E-6,42.21E-6,63.05E-6,83.85E-6,104.6E-6,125.4E-6,146.2E-6,187.7E-6,208.5E-6,480.0E-3,-3.594E-3,-3.235E-3,-2.876E-3,-2.517E-3,-2.158E-3,478.0E-3,166.9E-6
480.0E-3,20.70E-6,40.77E-6,60.89E-6,80.97E-6,101.0E-6,121.1E-6,141.1E-6,181.2E-6,201.3E-6,482.0E-3,-3.497E-3,-3.148E-3,-2.799E-3,-2.449E-3,-2.100E-3,480.0E-3,161.2E-6
482.0E-3,19.99E-6,39.37E-6,58.79E-6,78.17E-6,97.53E-6,116.9E-6,136.2E-6,174.9E-6,194.3E-6,484.0E-3,-3.402E-3,-3.063E-3,-2.723E-3,-2.383E-3,-2.043E-3,482.0E-3,155.6E-6
484.0E-3,19.30E-6,38.01E-6,56.74E-6,75.44E-6,94.12E-6,112.8E-6,131.5E-6,168.8E-6,187.5E-6,486.0E-3,-3.309E-3,-2.978E-3,-2.648E-3,-2.317E-3,-1.987E-3,484.0E-3,150.1E-6
486.0E-3,18.63E-6,36.68E-6,54.75E-6,72.79E-6,90.81E-6,108.8E-6,126.8E-6,162.9E-6,180.9E-6,488.0E-3,-3.216E-3,-2.895E-3,-2.574E-3,-2.253E-3,-1.931E-3,486.0E-3,144.8E-6
488.0E-3,17.98E-6,35.39E-6,52.82E-6,70.21E-6,87.59E-6,105.0E-6,122.3E-6,157.1E-6,174.4E-6,490.0E-3,-3.126E-3,-2.813E-3,-2.501E-3,-2.189E-3,-1.877E-3,488.0E-3,139.7E-6
490.0E-3,17.34E-6,34.14E-6,50.94E-6,67.71E-6,84.46E-6,101.2E-6,118.0E-6,151.4E-6,168.2E-6,492.0E-3,-3.036E-3,-2.733E-3,-2.430E-3,-2.127E-3,-1.823E-3,490.0E-3,134.7E-6
492.0E-3,16.73E-6,32.92E-6,49.11E-6,65.27E-6,81.42E-6,97.56E-6,113.7E-6,146.0E-6,162.1E-6,494.0E-3,-2.948E-3,-2.654E-3,-2.360E-3,-2.065E-3,-1.771E-3,492.0E-3,129.8E-6
494.0E-3,16.13E-6,31.74E-6,47.34E-6,62.91E-6,78.47E-6,94.02E-6,109.6E-6,140.7E-6,156.2E-6,496.0E-3,-2.862E-3,-2.576E-3,-2.291E-3,-2.005E-3,-1.719E-3,494.0E-3,125.1E-6
496.0E-3,15.55E-6,30.59E-6,45.62E-6,60.62E-6,75.60E-6,90.58E-6,105.6E-6,135.5E-6,150.5E-6,498.0E-3,-2.777E-3,-2.500E-3,-2.223E-3,-1.946E-3,-1.668E-3,496.0E-3,120.5E-6
498.0E-3,14.98E-6,29.47E-6,43.94E-6,58.39E-6,72.82E-6,87.25E-6,101.7E-6,130.5E-6,144.9E-6,500.0E-3,-2.694E-3,-2.425E-3,-2.156E-3,-1.887E-3,-1.618E-3,498.0E-3,116.1E-6
500.0E-3,14.44E-6,28.39E-6,42.32E-6,56.23E-6,70.12E-6,84.01E-6,97.90E-6,125.7E-6,139.5E-6,502.0E-3,-2.612E-3,-2.352E-3,-2.091E-3,-1.830E-3,-1.569E-3,500.0E-3,111.8E-6
502.0E-3,13.90E-6,27.34E-6,40.75E-6,54.13E-6,67.51E-6,80.87E-6,94.24E-6,121.0E-6,134.3E-6,504.0E-3,-2.532E-3,-2.280E-3,-2.027E-3,-1.774E-3,-1.521E-3,502.0E-3,107.6E-6
504.0E-3,13.39E-6,26.32E-6,39.22E-6,52.10E-6,64.97E-6,77.83E-6,90.69E-6,116.4E-6,129.3E-6,506.0E-3,-2.454E-3,-2.209E-3,-1.964E-3,-1.719E-3,-1.474E-3,504.0E-3,103.5E-6
506.0E-3,12.89E-6,25.33E-6,37.75E-6,50.13E-6,62.51E-6,74.88E-6,87.25E-6,112.0E-6,124.3E-6,508.0E-3,-2.377E-3,-2.140E-3,-1.903E-3,-1.665E-3,-1.428E-3,506.0E-3,99.62E-6
508.0E-3,12.40E-6,24.38E-6,36.31E-6,48.23E-6,60.13E-6,72.02E-6,83.92E-6,107.7E-6,119.6E-6,510.0E-3,-2.302E-3,-2.072E-3,-1.842E-3,-1.613E-3,-1.383E-3,508.0E-3,95.81E-6
510.0E-3,11.93E-6,23.45E-6,34.93E-6,46.38E-6,57.82E-6,69.26E-6,80.69E-6,103.6E-6,115.0E-6,512.0E-3,-2.228E-3,-2.006E-3,-1.783E-3,-1.561E-3,-1.339E-3,510.0E-3,92.13E-6
512.0E-3,11.48E-6,22.55E-6,33.58E-6,44.59E-6,55.59E-6,66.58E-6,77.57E-6,99.55E-6,110.5E-6,514.0E-3,-2.156E-3,-1.941E-3,-1.726E-3,-1.511E-3,-1.296E-3,512.0E-3,88.56E-6
514.0E-3,11.04E-6,21.68E-6,32.28E-6,42.86E-6,53.43E-6,63.99E-6,74.55E-6,95.66E-6,106.2E-6,516.0E-3,-2.085E-3,-1.878E-3,-1.670E-3,-1.462E-3,-1.254E-3,514.0E-3,85.11E-6
516.0E-3,10.61E-6,20.84E-6,31.03E-6,41.18E-6,51.34E-6,61.48E-6,71.63E-6,91.91E-6,102.0E-6,518.0E-3,-2.017E-3,-1.816E-3,-1.615E-3,-1.413E-3,-1.212E-3,516.0E-3,81.77E-6
518.0E-3,10.20E-6,20.03E-6,29.81E-6,39.57E-6,49.31E-6,59.06E-6,68.80E-6,88.28E-6,98.02E-6,520.0E-3,-1.949E-3,-1.755E-3,-1.561E-3,-1.366E-3,-1.172E-3,518.0E-3,78.54E-6
520.0E-3,9.802E-6,19.24E-6,28.63E-6,38.00E-6,47.36E-6,56.71E-6,66.07E-6,84.77E-6,94.12E-6,522.0E-3,-1.884E-3,-1.696E-3,-1.508E-3,-1.321E-3,-1.133E-3,520.0E-3,75.42E-6
522.0E-3,9.416E-6,18.48E-6,27.49E-6,36.49E-6,45.47E-6,54.45E-6,63.43E-6,81.38E-6,90.35E-6,524.0E-3,-1.820E-3,-1.639E-3,-1.457E-3,-1.276E-3,-1.094E-3,522.0E-3,72.40E-6
524.0E-3,9.043E-6,17.75E-6,26.40E-6,35.02E-6,43.64E-6,52.26E-6,60.87E-6,78.10E-6,86.71E-6,526.0E-3,-1.758E-3,-1.582E-3,-1.407E-3,-1.232E-3,-1.057E-3,524.0E-3,69.49E-6
526.0E-3,8.683E-6,17.04E-6,25.33E-6,33.61E-6,41.88E-6,50.15E-6,58.41E-6,74.93E-6,83.19E-6,528.0E-3,-1.697E-3,-1.528E-3,-1.359E-3,-1.190E-3,-1.020E-3,526.0E-3,66.67E-6
528.0E-3,8.334E-6,16.35E-6,24.31E-6,32.25E-6,40.18E-6,48.10E-6,56.03E-6,71.88E-6,79.80E-6,530.0E-3,-1.638E-3,-1.474E-3,-1.311E-3,-1.148E-3,-985.0E-6,528.0E-3,63.95E-6
530.0E-3,7.998E-6,15.69E-6,23.32E-6,30.93E-6,38.53E-6,46.13E-6,53.73E-6,68.93E-6,76.53E-6,532.0E-3,-1.580E-3,-1.423E-3,-1.265E-3,-1.108E-3,-950.4E-6,530.0E-3,61.33E-6
532.0E-3,7.673E-6,15.05E-6,22.36E-6,29.66E-6,36.95E-6,44.23E-6,51.52E-6,66.08E-6,73.37E-6,534.0E-3,-1.524E-3,-1.372E-3,-1.220E-3,-1.069E-3,-916.7E-6,532.0E-3,58.80E-6
534.0E-3,7.360E-6,14.43E-6,21.44E-6,28.43E-6,35.42E-6,42.40E-6,49.38E-6,63.34E-6,70.32E-6,536.0E-3,-1.469E-3,-1.323E-3,-1.177E-3,-1.030E-3,-884.0E-6,534.0E-3,56.36E-6
536.0E-3,7.058E-6,13.84E-6,20.55E-6,27.25E-6,33.94E-6,40.63E-6,47.32E-6,60.69E-6,67.38E-6,538.0E-3,-1.416E-3,-1.275E-3,-1.134E-3,-993.2E-6,-852.2E-6,536.0E-3,54.01E-6
538.0E-3,6.766E-6,13.26E-6,19.69E-6,26.11E-6,32.52E-6,38.93E-6,45.33E-6,58.14E-6,64.55E-6,540.0E-3,-1.365E-3,-1.229E-3,-1.093E-3,-957.1E-6,-821.2E-6,538.0E-3,51.74E-6
540.0E-3,6.485E-6,12.71E-6,18.87E-6,25.01E-6,31.15E-6,37.29E-6,43.42E-6,55.68E-6,61.82E-6,542.0E-3,-1.315E-3,-1.184E-3,-1.053E-3,-922.1E-6,-791.2E-6,540.0E-3,49.55E-6
542.0E-3,6.214E-6,12.18E-6,18.07E-6,23.95E-6,29.83E-6,35.70E-6,41.58E-6,53.32E-6,59.19E-6,544.0E-3,-1.266E-3,-1.140E-3,-1.014E-3,-888.0E-6,-762.0E-6,542.0E-3,47.45E-6
544.0E-3,5.952E-6,11.66E-6,17.30E-6,22.93E-6,28.56E-6,34.18E-6,39.80E-6,51.04E-6,56.66E-6,546.0E-3,-1.219E-3,-1.098E-3,-976.3E-6,-855.0E-6,-733.7E-6,544.0E-3,45.42E-6
546.0E-3,5.701E-6,11.17E-6,16.57E-6,21.95E-6,27.33E-6,32.71E-6,38.09E-6,48.84E-6,54.22E-6,548.0E-3,-1.173E-3,-1.056E-3,-939.6E-6,-822.9E-6,-706.2E-6,546.0E-3,43.47E-6
548.0E-3,5.458E-6,10.69E-6,15.85E-6,21.01E-6,26.15E-6,31.30E-6,36.44E-6,46.73E-6,51.87E-6,550.0E-3,-1.129E-3,-1.016E-3,-904.1E-6,-791.8E-6,-679.5E-6,548.0E-3,41.59E-6
550.0E-3,5.225E-6,10.23E-6,15.17E-6,20.10E-6,25.02E-6,29.94E-6,34.86E-6,44.70E-6,49.61E-6,552.0E-3,-1.086E-3,-977.6E-6,-869.6E-6,-761.6E-6,-653.7E-6,550.0E-3,39.78E-6
552.0E-3,5.000E-6,9.790E-6,14.51E-6,19.22E-6,23.93E-6,28.63E-6,33.34E-6,42.74E-6,47.44E-6,554.0E-3,-1.044E-3,-940.0E-6,-836.2E-6,-732.4E-6,-628.6E-6,552.0E-3,38.04E-6
554.0E-3,4.784E-6,9.364E-6,13.88E-6,18.38E-6,22.88E-6,27.38E-6,31.87E-6,40.86E-6,45.36E-6,556.0E-3,-1.003E-3,-903.6E-6,-803.9E-6,-704.1E-6,-604.3E-6,554.0E-3,36.37E-6
556.0E-3,4.575E-6,8.955E-6,13.27E-6,17.57E-6,21.87E-6,26.17E-6,30.46E-6,39.05E-6,43.35E-6,558.0E-3,-964.3E-6,-868.4E-6,-772.6E-6,-676.7E-6,-580.8E-6,556.0E-3,34.76E-6
558.0E-3,4.375E-6,8.562E-6,12.68E-6,16.79E-6,20.90E-6,25.01E-6,29.11E-6,37.32E-6,41.42E-6,560.0E-3,-926.4E-6,-834.3E-6,-742.3E-6,-650.2E-6,-558.1E-6,558.0E-3,33.21E-6
560.0E-3,4.183E-6,8.184E-6,12.12E-6,16.05E-6,19.97E-6,23.89E-6,27.81E-6,35.65E-6,39.57E-6,562.0E-3,-889.7E-6,-801.3E-6,-712.9E-6,-624.5E-6,-536.1E-6,560.0E-3,31.73E-6
562.0E-3,3.998E-6,7.820E-6,11.58E-6,15.33E-6,19.07E-6,22.82E-6,26.56E-6,34.05E-6,37.79E-6,564.0E-3,-854.3E-6,-769.4E-6,-684.6E-6,-599.7E-6,-514.8E-6,562.0E-3,30.30E-6
564.0E-3,3.820E-6,7.471E-6,11.06E-6,14.64E-6,18.21E-6,21.79E-6,25.36E-6,32.51E-6,36.08E-6,566.0E-3,-820.0E-6,-738.6E-6,-657.1E-6,-575.7E-6,-494.2E-6,564.0E-3,28.93E-6
566.0E-3,3.649E-6,7.136E-6,10.56E-6,13.97E-6,17.39E-6,20.80E-6,24.21E-6,31.03E-6,34.44E-6,568.0E-3,-786.9E-6,-708.8E-6,-630.6E-6,-552.5E-6,-474.3E-6,566.0E-3,27.62E-6
568.0E-3,3.485E-6,6.814E-6,10.08E-6,13.34E-6,16.60E-6,19.85E-6,23.11E-6,29.61E-6,32.87E-6,570.0E-3,-754.9E-6,-680.0E-6,-605.0E-6,-530.0E-6,-455.1E-6,568.0E-3,26.36E-6
570.0E-3,3.328E-6,6.505E-6,9.620E-6,12.73E-6,15.84E-6,18.94E-6,22.05E-6,28.25E-6,31.36E-6,572.0E-3,-724.0E-6,-652.2E-6,-580.3E-6,-508.4E-6,-436.5E-6,570.0E-3,25.15E-6
572.0E-3,3.177E-6,6.208E-6,9.179E-6,12.14E-6,15.11E-6,18.07E-6,21.03E-6,26.95E-6,29.91E-6,574.0E-3,-694.2E-6,-625.3E-6,-556.4E-6,-487.5E-6,-418.6E-6,572.0E-3,23.99E-6
574.0E-3,3.031E-6,5.923E-6,8.756E-6,11.58E-6,14.41E-6,17.23E-6,20.05E-6,25.70E-6,28.52E-6,576.0E-3,-665.4E-6,-599.4E-6,-533.3E-6,-467.3E-6,-401.2E-6,574.0E-3,22.88E-6
576.0E-3,2.892E-6,5.650E-6,8.350E-6,11.04E-6,13.74E-6,16.43E-6,19.12E-6,24.50E-6,27.19E-6,578.0E-3,-637.6E-6,-574.4E-6,-511.1E-6,-447.8E-6,-384.5E-6,576.0E-3,21.81E-6
578.0E-3,2.759E-6,5.388E-6,7.961E-6,10.53E-6,13.09E-6,15.66E-6,18.22E-6,23.35E-6,25.91E-6,580.0E-3,-610.8E-6,-550.2E-6,-489.6E-6,-429.0E-6,-368.4E-6,578.0E-3,20.79E-6
580.0E-3,2.631E-6,5.137E-6,7.588E-6,10.03E-6,12.48E-6,14.92E-6,17.37E-6,22.25E-6,24.69E-6,582.0E-3,-585.0E-6,-527.0E-6,-469.0E-6,-410.9E-6,-352.9E-6,580.0E-3,19.81E-6
582.0E-3,2.508E-6,4.896E-6,7.231E-6,9.561E-6,11.89E-6,14.22E-6,16.54E-6,21.20E-6,23.52E-6,584.0E-3,-560.1E-6,-504.6E-6,-449.0E-6,-393.5E-6,-337.9E-6,582.0E-3,18.87E-6
584.0E-3,2.390E-6,4.666E-6,6.889E-6,9.108E-6,11.32E-6,13.54E-6,15.76E-6,20.19E-6,22.40E-6,586.0E-3,-536.1E-6,-483.0E-6,-429.8E-6,-376.7E-6,-323.5E-6,584.0E-3,17.97E-6
586.0E-3,2.278E-6,4.445E-6,6.561E-6,8.673E-6,10.78E-6,12.89E-6,15.00E-6,19.22E-6,21.33E-6,588.0E-3,-513.0E-6,-462.2E-6,-411.3E-6,-360.5E-6,-309.6E-6,586.0E-3,17.11E-6
588.0E-3,2.170E-6,4.233E-6,6.248E-6,8.258E-6,10.27E-6,12.27E-6,14.28E-6,18.30E-6,20.30E-6,590.0E-3,-490.8E-6,-442.1E-6,-393.5E-6,-344.8E-6,-296.2E-6,588.0E-3,16.29E-6
590.0E-3,2.066E-6,4.031E-6,5.947E-6,7.860E-6,9.771E-6,11.68E-6,13.59E-6,17.41E-6,19.32E-6,592.0E-3,-469.4E-6,-422.9E-6,-376.3E-6,-329.8E-6,-283.3E-6,590.0E-3,15.50E-6
592.0E-3,1.967E-6,3.837E-6,5.660E-6,7.480E-6,9.298E-6,11.12E-6,12.93E-6,16.57E-6,18.38E-6,594.0E-3,-448.8E-6,-404.3E-6,-359.8E-6,-315.4E-6,-270.9E-6,592.0E-3,14.75E-6
594.0E-3,1.873E-6,3.652E-6,5.385E-6,7.116E-6,8.845E-6,10.57E-6,12.30E-6,15.76E-6,17.49E-6,596.0E-3,-428.9E-6,-386.4E-6,-344.0E-6,-301.5E-6,-259.0E-6,594.0E-3,14.03E-6
596.0E-3,1.782E-6,3.474E-6,5.123E-6,6.768E-6,8.412E-6,10.06E-6,11.70E-6,14.98E-6,16.63E-6,598.0E-3,-409.9E-6,-369.3E-6,-328.7E-6,-288.1E-6,-247.5E-6,596.0E-3,13.34E-6
598.0E-3,1.696E-6,3.305E-6,4.872E-6,6.436E-6,7.998E-6,9.561E-6,11.12E-6,14.25E-6,15.81E-6,600.0E-3,-391.5E-6,-352.8E-6,-314.0E-6,-275.2E-6,-236.4E-6,598.0E-3,12.68E-6
