dc (V),V1:p (W=3.00e-06) (A),V1:p (W=6.00e-06) (A),V1:p (W=9.00e-06) (A),V1:p (W=1.20e-05) (A),V1:p (W=1.50e-05) (A),V1:p (W=1.80e-05) (A),V1:p (W=2.10e-05) (A),V1:p (W=2.70e-05) (A),V1:p (W=3.00e-05) (A),dc (V),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 3e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 2.7e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 2.4e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 2.1e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "W" 1.8e-05)),dc (V),V1:p (W=2.40e-05) (A)
804.0E-3,3.261E-9,6.302E-9,9.375E-9,12.44E-9,15.51E-9,18.58E-9,21.65E-9,27.78E-9,30.85E-9,806.0E-3,-997.4E-9,-898.6E-9,-799.7E-9,-700.8E-9,-601.9E-9,804.0E-3,24.71E-9
806.0E-3,3.047E-9,5.889E-9,8.764E-9,11.64E-9,14.51E-9,17.38E-9,20.24E-9,25.98E-9,28.85E-9,808.0E-3,-933.8E-9,-841.3E-9,-748.7E-9,-656.1E-9,-563.5E-9,806.0E-3,23.11E-9
808.0E-3,2.847E-9,5.504E-9,8.193E-9,10.88E-9,13.56E-9,16.25E-9,18.93E-9,24.30E-9,26.98E-9,810.0E-3,-874.2E-9,-787.5E-9,-700.8E-9,-614.1E-9,-527.4E-9,808.0E-3,21.62E-9
810.0E-3,2.661E-9,5.143E-9,7.659E-9,10.17E-9,12.68E-9,15.19E-9,17.70E-9,22.72E-9,25.23E-9,812.0E-3,-818.4E-9,-737.2E-9,-656.0E-9,-574.8E-9,-493.7E-9,810.0E-3,20.21E-9
812.0E-3,2.486E-9,4.806E-9,7.159E-9,9.509E-9,11.86E-9,14.21E-9,16.55E-9,21.25E-9,23.60E-9,814.0E-3,-766.0E-9,-690.0E-9,-614.0E-9,-538.0E-9,-462.0E-9,812.0E-3,18.90E-9
814.0E-3,2.323E-9,4.490E-9,6.691E-9,8.889E-9,11.09E-9,13.28E-9,15.48E-9,19.87E-9,22.07E-9,816.0E-3,-717.0E-9,-645.8E-9,-574.7E-9,-503.5E-9,-432.4E-9,814.0E-3,17.67E-9
816.0E-3,2.170E-9,4.195E-9,6.253E-9,8.309E-9,10.36E-9,12.42E-9,14.47E-9,18.58E-9,20.63E-9,818.0E-3,-671.0E-9,-604.4E-9,-537.8E-9,-471.2E-9,-404.6E-9,816.0E-3,16.53E-9
818.0E-3,2.027E-9,3.919E-9,5.844E-9,7.766E-9,9.688E-9,11.61E-9,13.53E-9,17.37E-9,19.29E-9,820.0E-3,-627.9E-9,-565.6E-9,-503.3E-9,-440.9E-9,-378.6E-9,818.0E-3,15.45E-9
820.0E-3,1.893E-9,3.661E-9,5.461E-9,7.258E-9,9.055E-9,10.85E-9,12.65E-9,16.24E-9,18.03E-9,822.0E-3,-587.6E-9,-529.3E-9,-470.9E-9,-412.6E-9,-354.2E-9,820.0E-3,14.44E-9
822.0E-3,1.768E-9,3.420E-9,5.103E-9,6.783E-9,8.463E-9,10.14E-9,11.82E-9,15.18E-9,16.86E-9,824.0E-3,-549.8E-9,-495.2E-9,-440.6E-9,-386.0E-9,-331.4E-9,822.0E-3,13.50E-9
824.0E-3,1.652E-9,3.194E-9,4.768E-9,6.339E-9,7.910E-9,9.480E-9,11.05E-9,14.19E-9,15.76E-9,826.0E-3,-514.4E-9,-463.3E-9,-412.2E-9,-361.1E-9,-310.0E-9,824.0E-3,12.62E-9
826.0E-3,1.542E-9,2.983E-9,4.454E-9,5.923E-9,7.392E-9,8.860E-9,10.33E-9,13.26E-9,14.73E-9,828.0E-3,-481.3E-9,-433.5E-9,-385.7E-9,-337.9E-9,-290.0E-9,826.0E-3,11.80E-9
828.0E-3,1.440E-9,2.786E-9,4.161E-9,5.535E-9,6.907E-9,8.280E-9,9.652E-9,12.40E-9,13.77E-9,830.0E-3,-450.3E-9,-405.5E-9,-360.8E-9,-316.0E-9,-271.3E-9,828.0E-3,11.02E-9
830.0E-3,1.345E-9,2.602E-9,3.887E-9,5.171E-9,6.454E-9,7.737E-9,9.020E-9,11.58E-9,12.87E-9,832.0E-3,-421.2E-9,-379.3E-9,-337.5E-9,-295.6E-9,-253.8E-9,830.0E-3,10.30E-9
832.0E-3,1.256E-9,2.429E-9,3.631E-9,4.831E-9,6.031E-9,7.230E-9,8.429E-9,10.83E-9,12.02E-9,834.0E-3,-394.0E-9,-354.8E-9,-315.7E-9,-276.5E-9,-237.3E-9,832.0E-3,9.627E-9
834.0E-3,1.172E-9,2.268E-9,3.391E-9,4.513E-9,5.634E-9,6.755E-9,7.876E-9,10.12E-9,11.24E-9,836.0E-3,-368.5E-9,-331.9E-9,-295.2E-9,-258.6E-9,-222.0E-9,834.0E-3,8.996E-9
836.0E-3,1.095E-9,2.118E-9,3.168E-9,4.216E-9,5.264E-9,6.311E-9,7.358E-9,9.453E-9,10.50E-9,838.0E-3,-344.7E-9,-310.4E-9,-276.1E-9,-241.8E-9,-207.6E-9,836.0E-3,8.406E-9
838.0E-3,1.022E-9,1.977E-9,2.958E-9,3.938E-9,4.917E-9,5.896E-9,6.875E-9,8.832E-9,9.811E-9,840.0E-3,-322.3E-9,-290.3E-9,-258.2E-9,-226.2E-9,-194.1E-9,838.0E-3,7.853E-9
840.0E-3,953.8E-12,1.846E-9,2.762E-9,3.678E-9,4.593E-9,5.508E-9,6.422E-9,8.251E-9,9.166E-9,842.0E-3,-301.4E-9,-271.5E-9,-241.5E-9,-211.5E-9,-181.5E-9,840.0E-3,7.337E-9
842.0E-3,890.3E-12,1.723E-9,2.580E-9,3.435E-9,4.290E-9,5.145E-9,5.999E-9,7.709E-9,8.563E-9,844.0E-3,-281.9E-9,-253.8E-9,-225.8E-9,-197.7E-9,-169.7E-9,842.0E-3,6.854E-9
844.0E-3,830.9E-12,1.608E-9,2.409E-9,3.208E-9,4.007E-9,4.805E-9,5.604E-9,7.201E-9,7.999E-9,846.0E-3,-263.6E-9,-237.3E-9,-211.1E-9,-184.9E-9,-158.6E-9,844.0E-3,6.402E-9
846.0E-3,775.5E-12,1.501E-9,2.249E-9,2.996E-9,3.742E-9,4.488E-9,5.234E-9,6.726E-9,7.472E-9,848.0E-3,-246.4E-9,-221.9E-9,-197.4E-9,-172.9E-9,-148.3E-9,846.0E-3,5.980E-9
848.0E-3,723.7E-12,1.401E-9,2.099E-9,2.797E-9,3.494E-9,4.192E-9,4.889E-9,6.282E-9,6.979E-9,850.0E-3,-230.4E-9,-207.5E-9,-184.5E-9,-161.6E-9,-138.6E-9,848.0E-3,5.585E-9
850.0E-3,675.3E-12,1.307E-9,1.960E-9,2.612E-9,3.263E-9,3.914E-9,4.565E-9,5.867E-9,6.518E-9,852.0E-3,-215.4E-9,-194.0E-9,-172.5E-9,-151.1E-9,-129.6E-9,850.0E-3,5.216E-9
852.0E-3,630.1E-12,1.220E-9,1.829E-9,2.438E-9,3.047E-9,3.655E-9,4.263E-9,5.479E-9,6.088E-9,854.0E-3,-201.4E-9,-181.3E-9,-161.3E-9,-141.2E-9,-121.1E-9,852.0E-3,4.871E-9
854.0E-3,587.8E-12,1.138E-9,1.708E-9,2.276E-9,2.845E-9,3.413E-9,3.981E-9,5.117E-9,5.685E-9,856.0E-3,-188.2E-9,-169.5E-9,-150.7E-9,-132.0E-9,-113.2E-9,854.0E-3,4.549E-9
856.0E-3,548.4E-12,1.062E-9,1.594E-9,2.125E-9,2.656E-9,3.186E-9,3.717E-9,4.778E-9,5.308E-9,858.0E-3,-176.0E-9,-158.4E-9,-140.9E-9,-123.4E-9,-105.8E-9,856.0E-3,4.247E-9
858.0E-3,511.6E-12,990.5E-12,1.487E-9,1.983E-9,2.479E-9,2.975E-9,3.470E-9,4.461E-9,4.956E-9,860.0E-3,-164.5E-9,-148.1E-9,-131.7E-9,-115.3E-9,-98.90E-9,858.0E-3,3.966E-9
860.0E-3,477.2E-12,924.0E-12,1.388E-9,1.851E-9,2.314E-9,2.777E-9,3.239E-9,4.165E-9,4.627E-9,862.0E-3,-153.7E-9,-138.4E-9,-123.1E-9,-107.8E-9,-92.43E-9,860.0E-3,3.702E-9
862.0E-3,445.1E-12,861.9E-12,1.295E-9,1.728E-9,2.160E-9,2.592E-9,3.024E-9,3.888E-9,4.320E-9,864.0E-3,-143.7E-9,-129.3E-9,-115.0E-9,-100.7E-9,-86.37E-9,862.0E-3,3.456E-9
864.0E-3,415.1E-12,803.9E-12,1.208E-9,1.612E-9,2.016E-9,2.419E-9,2.823E-9,3.629E-9,4.033E-9,866.0E-3,-134.3E-9,-120.9E-9,-107.5E-9,-94.10E-9,-80.71E-9,864.0E-3,3.226E-9
866.0E-3,387.1E-12,749.7E-12,1.127E-9,1.504E-9,1.881E-9,2.258E-9,2.634E-9,3.388E-9,3.764E-9,868.0E-3,-125.5E-9,-113.0E-9,-100.4E-9,-87.93E-9,-75.41E-9,866.0E-3,3.011E-9
868.0E-3,361.0E-12,699.1E-12,1.052E-9,1.404E-9,1.755E-9,2.107E-9,2.459E-9,3.162E-9,3.513E-9,870.0E-3,-117.3E-9,-105.6E-9,-93.86E-9,-82.16E-9,-70.46E-9,868.0E-3,2.810E-9
870.0E-3,336.6E-12,651.9E-12,980.9E-12,1.309E-9,1.638E-9,1.966E-9,2.294E-9,2.950E-9,3.279E-9,872.0E-3,-109.6E-9,-98.63E-9,-87.70E-9,-76.76E-9,-65.83E-9,870.0E-3,2.622E-9
872.0E-3,313.8E-12,607.8E-12,914.9E-12,1.222E-9,1.528E-9,1.834E-9,2.141E-9,2.753E-9,3.059E-9,874.0E-3,-102.4E-9,-92.15E-9,-81.94E-9,-71.72E-9,-61.50E-9,872.0E-3,2.447E-9
874.0E-3,292.5E-12,566.7E-12,853.3E-12,1.139E-9,1.425E-9,1.711E-9,1.997E-9,2.569E-9,2.855E-9,876.0E-3,-95.65E-9,-86.10E-9,-76.55E-9,-67.00E-9,-57.45E-9,874.0E-3,2.283E-9
876.0E-3,272.7E-12,528.2E-12,795.7E-12,1.063E-9,1.330E-9,1.596E-9,1.863E-9,2.397E-9,2.663E-9,878.0E-3,-89.36E-9,-80.44E-9,-71.52E-9,-62.59E-9,-53.67E-9,876.0E-3,2.130E-9
878.0E-3,254.1E-12,492.4E-12,741.9E-12,991.1E-12,1.240E-9,1.489E-9,1.738E-9,2.236E-9,2.485E-9,880.0E-3,-83.49E-9,-75.15E-9,-66.81E-9,-58.47E-9,-50.13E-9,878.0E-3,1.987E-9
880.0E-3,236.8E-12,458.9E-12,691.7E-12,924.2E-12,1.157E-9,1.389E-9,1.621E-9,2.086E-9,2.318E-9,882.0E-3,-77.99E-9,-70.20E-9,-62.41E-9,-54.62E-9,-46.83E-9,880.0E-3,1.853E-9
882.0E-3,220.7E-12,427.6E-12,644.9E-12,861.8E-12,1.079E-9,1.295E-9,1.512E-9,1.945E-9,2.162E-9,884.0E-3,-72.86E-9,-65.58E-9,-58.30E-9,-51.02E-9,-43.74E-9,882.0E-3,1.729E-9
884.0E-3,205.6E-12,398.5E-12,601.1E-12,803.4E-12,1.006E-9,1.208E-9,1.410E-9,1.814E-9,2.016E-9,886.0E-3,-68.06E-9,-61.26E-9,-54.45E-9,-47.65E-9,-40.85E-9,884.0E-3,1.612E-9
886.0E-3,191.6E-12,371.3E-12,560.2E-12,748.9E-12,937.5E-12,1.126E-9,1.315E-9,1.691E-9,1.880E-9,888.0E-3,-63.57E-9,-57.22E-9,-50.86E-9,-44.51E-9,-38.15E-9,886.0E-3,1.503E-9
888.0E-3,178.5E-12,345.9E-12,522.1E-12,698.1E-12,873.9E-12,1.050E-9,1.226E-9,1.577E-9,1.753E-9,890.0E-3,-59.38E-9,-53.44E-9,-47.50E-9,-41.57E-9,-35.63E-9,888.0E-3,1.401E-9
890.0E-3,166.2E-12,322.2E-12,486.5E-12,650.6E-12,814.6E-12,978.5E-12,1.142E-9,1.470E-9,1.634E-9,892.0E-3,-55.46E-9,-49.91E-9,-44.37E-9,-38.82E-9,-33.27E-9,890.0E-3,1.306E-9
892.0E-3,154.8E-12,300.0E-12,453.2E-12,606.2E-12,759.1E-12,911.9E-12,1.065E-9,1.370E-9,1.523E-9,894.0E-3,-51.80E-9,-46.61E-9,-41.43E-9,-36.25E-9,-31.07E-9,892.0E-3,1.218E-9
894.0E-3,144.1E-12,279.4E-12,422.2E-12,564.8E-12,707.3E-12,849.8E-12,992.2E-12,1.277E-9,1.420E-9,896.0E-3,-48.37E-9,-43.53E-9,-38.69E-9,-33.85E-9,-29.01E-9,894.0E-3,1.135E-9
896.0E-3,134.2E-12,260.1E-12,393.2E-12,526.1E-12,659.0E-12,791.8E-12,924.5E-12,1.190E-9,1.323E-9,898.0E-3,-45.18E-9,-40.66E-9,-36.13E-9,-31.61E-9,-27.09E-9,896.0E-3,1.057E-9
898.0E-3,124.9E-12,242.2E-12,366.2E-12,490.1E-12,613.8E-12,737.6E-12,861.3E-12,1.109E-9,1.232E-9,900.0E-3,-42.19E-9,-37.97E-9,-33.74E-9,-29.52E-9,-25.30E-9,898.0E-3,985.0E-12
900.0E-3,116.3E-12,225.4E-12,341.0E-12,456.4E-12,571.7E-12,687.0E-12,802.3E-12,1.033E-9,1.148E-9,902.0E-3,-39.40E-9,-35.45E-9,-31.51E-9,-27.56E-9,-23.62E-9,900.0E-3,917.5E-12
902.0E-3,108.2E-12,209.7E-12,317.4E-12,424.9E-12,532.3E-12,639.8E-12,747.1E-12,961.9E-12,1.069E-9,904.0E-3,-36.79E-9,-33.11E-9,-29.42E-9,-25.74E-9,-22.05E-9,902.0E-3,854.5E-12
904.0E-3,100.6E-12,195.1E-12,295.4E-12,395.5E-12,495.6E-12,595.6E-12,695.7E-12,895.7E-12,995.7E-12,906.0E-3,-34.35E-9,-30.91E-9,-27.47E-9,-24.03E-9,-20.59E-9,904.0E-3,795.7E-12
906.0E-3,93.61E-12,181.5E-12,274.9E-12,368.1E-12,461.3E-12,554.5E-12,647.6E-12,833.8E-12,927.0E-12,908.0E-3,-32.08E-9,-28.86E-9,-25.65E-9,-22.44E-9,-19.22E-9,906.0E-3,740.7E-12
908.0E-3,87.06E-12,168.8E-12,255.7E-12,342.5E-12,429.3E-12,516.0E-12,602.7E-12,776.1E-12,862.8E-12,910.0E-3,-29.95E-9,-26.95E-9,-23.95E-9,-20.95E-9,-17.95E-9,908.0E-3,689.4E-12
910.0E-3,80.94E-12,157.0E-12,237.9E-12,318.7E-12,399.4E-12,480.1E-12,560.8E-12,722.2E-12,802.9E-12,912.0E-3,-27.97E-9,-25.16E-9,-22.36E-9,-19.56E-9,-16.75E-9,910.0E-3,641.5E-12
912.0E-3,75.24E-12,145.9E-12,221.2E-12,296.4E-12,371.5E-12,446.6E-12,521.7E-12,671.9E-12,747.0E-12,914.0E-3,-26.11E-9,-23.50E-9,-20.88E-9,-18.26E-9,-15.64E-9,912.0E-3,596.8E-12
914.0E-3,69.91E-12,135.6E-12,205.6E-12,275.6E-12,345.5E-12,415.3E-12,485.2E-12,624.9E-12,694.7E-12,916.0E-3,-24.38E-9,-21.94E-9,-19.49E-9,-17.05E-9,-14.60E-9,914.0E-3,555.0E-12
916.0E-3,64.95E-12,126.0E-12,191.1E-12,256.1E-12,321.2E-12,386.1E-12,451.1E-12,581.0E-12,646.0E-12,918.0E-3,-22.76E-9,-20.48E-9,-18.20E-9,-15.92E-9,-13.63E-9,916.0E-3,516.1E-12
918.0E-3,60.32E-12,117.0E-12,177.6E-12,238.0E-12,298.5E-12,358.9E-12,419.3E-12,540.1E-12,600.4E-12,920.0E-3,-21.25E-9,-19.12E-9,-16.99E-9,-14.86E-9,-12.73E-9,918.0E-3,479.7E-12
920.0E-3,56.00E-12,108.6E-12,164.9E-12,221.1E-12,277.3E-12,333.4E-12,389.6E-12,501.8E-12,557.9E-12,922.0E-3,-19.84E-9,-17.85E-9,-15.86E-9,-13.87E-9,-11.88E-9,920.0E-3,445.7E-12
922.0E-3,51.97E-12,100.8E-12,153.1E-12,205.3E-12,257.5E-12,309.7E-12,361.8E-12,466.1E-12,518.3E-12,924.0E-3,-18.53E-9,-16.67E-9,-14.81E-9,-12.95E-9,-11.09E-9,922.0E-3,414.0E-12
924.0E-3,48.21E-12,93.52E-12,142.1E-12,190.6E-12,239.0E-12,287.5E-12,335.9E-12,432.8E-12,481.2E-12,926.0E-3,-17.30E-9,-15.56E-9,-13.83E-9,-12.09E-9,-10.35E-9,924.0E-3,384.3E-12
926.0E-3,44.71E-12,86.73E-12,131.8E-12,176.8E-12,221.8E-12,266.8E-12,311.7E-12,401.6E-12,446.6E-12,928.0E-3,-16.15E-9,-14.53E-9,-12.91E-9,-11.29E-9,-9.665E-9,926.0E-3,356.7E-12
928.0E-3,41.44E-12,80.39E-12,122.2E-12,164.0E-12,205.7E-12,247.4E-12,289.2E-12,372.6E-12,414.3E-12,930.0E-3,-15.08E-9,-13.57E-9,-12.05E-9,-10.54E-9,-9.022E-9,928.0E-3,330.9E-12
930.0E-3,38.39E-12,74.48E-12,113.3E-12,152.0E-12,190.7E-12,229.4E-12,268.1E-12,345.5E-12,384.1E-12,932.0E-3,-14.08E-9,-12.66E-9,-11.25E-9,-9.835E-9,-8.421E-9,930.0E-3,306.8E-12
932.0E-3,35.55E-12,68.96E-12,104.9E-12,140.8E-12,176.7E-12,212.6E-12,248.4E-12,320.1E-12,356.0E-12,934.0E-3,-13.14E-9,-11.82E-9,-10.50E-9,-9.181E-9,-7.860E-9,932.0E-3,284.3E-12
934.0E-3,32.90E-12,63.82E-12,97.12E-12,130.4E-12,163.6E-12,196.8E-12,230.1E-12,296.5E-12,329.7E-12,936.0E-3,-12.27E-9,-11.04E-9,-9.803E-9,-8.570E-9,-7.337E-9,934.0E-3,263.3E-12
936.0E-3,30.42E-12,59.03E-12,89.85E-12,120.6E-12,151.4E-12,182.2E-12,212.9E-12,274.4E-12,305.2E-12,938.0E-3,-11.45E-9,-10.30E-9,-9.152E-9,-8.000E-9,-6.849E-9,936.0E-3,243.7E-12
938.0E-3,28.12E-12,54.55E-12,83.07E-12,111.5E-12,140.0E-12,168.5E-12,196.9E-12,253.8E-12,282.2E-12,940.0E-3,-10.69E-9,-9.619E-9,-8.544E-9,-7.469E-9,-6.393E-9,938.0E-3,225.4E-12
940.0E-3,25.97E-12,50.38E-12,76.74E-12,103.1E-12,129.4E-12,155.7E-12,182.0E-12,234.6E-12,260.9E-12,942.0E-3,-9.986E-9,-8.981E-9,-7.977E-9,-6.973E-9,-5.968E-9,940.0E-3,208.3E-12
942.0E-3,23.96E-12,46.49E-12,70.83E-12,95.15E-12,119.4E-12,143.7E-12,168.0E-12,216.6E-12,240.9E-12,944.0E-3,-9.324E-9,-8.386E-9,-7.448E-9,-6.510E-9,-5.572E-9,942.0E-3,192.3E-12
944.0E-3,22.09E-12,42.86E-12,65.32E-12,87.76E-12,110.2E-12,132.6E-12,155.0E-12,199.8E-12,222.2E-12,946.0E-3,-8.707E-9,-7.831E-9,-6.955E-9,-6.079E-9,-5.202E-9,944.0E-3,177.4E-12
946.0E-3,20.34E-12,39.47E-12,60.18E-12,80.86E-12,101.5E-12,122.2E-12,142.9E-12,184.2E-12,204.8E-12,948.0E-3,-8.130E-9,-7.312E-9,-6.494E-9,-5.676E-9,-4.857E-9,946.0E-3,163.5E-12
948.0E-3,18.71E-12,36.31E-12,55.38E-12,74.42E-12,93.45E-12,112.5E-12,131.5E-12,169.5E-12,188.6E-12,950.0E-3,-7.593E-9,-6.828E-9,-6.064E-9,-5.300E-9,-4.535E-9,948.0E-3,150.5E-12
950.0E-3,17.19E-12,33.36E-12,50.89E-12,68.41E-12,85.91E-12,103.4E-12,120.9E-12,155.9E-12,173.4E-12,952.0E-3,-7.090E-9,-6.377E-9,-5.663E-9,-4.949E-9,-4.235E-9,950.0E-3,138.4E-12
952.0E-3,15.77E-12,30.61E-12,46.71E-12,62.79E-12,78.87E-12,94.94E-12,111.0E-12,143.1E-12,159.2E-12,954.0E-3,-6.622E-9,-5.955E-9,-5.288E-9,-4.621E-9,-3.954E-9,952.0E-3,127.1E-12
954.0E-3,14.45E-12,28.04E-12,42.81E-12,57.55E-12,72.29E-12,87.03E-12,101.8E-12,131.2E-12,145.9E-12,956.0E-3,-6.184E-9,-5.561E-9,-4.938E-9,-4.315E-9,-3.692E-9,954.0E-3,116.5E-12
956.0E-3,13.22E-12,25.65E-12,39.16E-12,52.66E-12,66.15E-12,79.64E-12,93.13E-12,120.1E-12,133.6E-12,958.0E-3,-5.775E-9,-5.193E-9,-4.611E-9,-4.029E-9,-3.447E-9,956.0E-3,106.6E-12
958.0E-3,12.07E-12,23.41E-12,35.76E-12,48.10E-12,60.42E-12,72.75E-12,85.07E-12,109.7E-12,122.0E-12,960.0E-3,-5.392E-9,-4.849E-9,-4.305E-9,-3.762E-9,-3.218E-9,958.0E-3,97.39E-12
960.0E-3,10.99E-12,21.33E-12,32.59E-12,43.83E-12,55.07E-12,66.31E-12,77.55E-12,100.0E-12,111.2E-12,962.0E-3,-5.035E-9,-4.527E-9,-4.020E-9,-3.512E-9,-3.005E-9,960.0E-3,88.78E-12
962.0E-3,9.990E-12,19.38E-12,29.63E-12,39.86E-12,50.08E-12,60.30E-12,70.52E-12,90.96E-12,101.2E-12,964.0E-3,-4.700E-9,-4.226E-9,-3.752E-9,-3.278E-9,-2.804E-9,962.0E-3,80.74E-12
964.0E-3,9.056E-12,17.57E-12,26.86E-12,36.14E-12,45.42E-12,54.69E-12,63.97E-12,82.51E-12,91.78E-12,966.0E-3,-4.387E-9,-3.945E-9,-3.502E-9,-3.060E-9,-2.617E-9,964.0E-3,73.24E-12
966.0E-3,8.184E-12,15.88E-12,24.28E-12,32.68E-12,41.07E-12,49.46E-12,57.85E-12,74.62E-12,83.01E-12,968.0E-3,-4.094E-9,-3.681E-9,-3.268E-9,-2.855E-9,-2.442E-9,966.0E-3,66.23E-12
968.0E-3,7.372E-12,14.30E-12,21.88E-12,29.45E-12,37.01E-12,44.58E-12,52.14E-12,67.26E-12,74.82E-12,970.0E-3,-3.819E-9,-3.434E-9,-3.048E-9,-2.663E-9,-2.278E-9,968.0E-3,59.70E-12
970.0E-3,6.615E-12,12.83E-12,19.64E-12,26.44E-12,33.23E-12,40.02E-12,46.81E-12,60.39E-12,67.18E-12,972.0E-3,-3.561E-9,-3.202E-9,-2.843E-9,-2.483E-9,-2.124E-9,970.0E-3,53.60E-12
972.0E-3,5.910E-12,11.46E-12,17.55E-12,23.63E-12,29.70E-12,35.77E-12,41.85E-12,53.99E-12,60.06E-12,974.0E-3,-3.320E-9,-2.985E-9,-2.650E-9,-2.314E-9,-1.979E-9,972.0E-3,47.92E-12
974.0E-3,5.253E-12,10.19E-12,15.60E-12,21.01E-12,26.41E-12,31.81E-12,37.22E-12,48.02E-12,53.42E-12,976.0E-3,-3.093E-9,-2.781E-9,-2.468E-9,-2.156E-9,-1.844E-9,974.0E-3,42.62E-12
976.0E-3,4.642E-12,9.004E-12,13.79E-12,18.57E-12,23.35E-12,28.13E-12,32.90E-12,42.46E-12,47.23E-12,978.0E-3,-2.880E-9,-2.589E-9,-2.298E-9,-2.007E-9,-1.716E-9,976.0E-3,37.68E-12
978.0E-3,4.074E-12,7.901E-12,12.10E-12,16.30E-12,20.50E-12,24.69E-12,28.89E-12,37.28E-12,41.47E-12,980.0E-3,-2.680E-9,-2.409E-9,-2.138E-9,-1.868E-9,-1.597E-9,978.0E-3,33.08E-12
980.0E-3,3.545E-12,6.875E-12,10.54E-12,14.19E-12,17.85E-12,21.50E-12,25.15E-12,32.46E-12,36.11E-12,982.0E-3,-2.491E-9,-2.240E-9,-1.988E-9,-1.736E-9,-1.484E-9,980.0E-3,28.81E-12
982.0E-3,3.054E-12,5.923E-12,9.079E-12,12.23E-12,15.38E-12,18.53E-12,21.68E-12,27.98E-12,31.13E-12,984.0E-3,-2.314E-9,-2.080E-9,-1.846E-9,-1.612E-9,-1.378E-9,982.0E-3,24.83E-12
984.0E-3,2.599E-12,5.039E-12,7.726E-12,10.41E-12,13.09E-12,15.78E-12,18.46E-12,23.82E-12,26.50E-12,986.0E-3,-2.147E-9,-1.930E-9,-1.713E-9,-1.496E-9,-1.279E-9,984.0E-3,21.14E-12
986.0E-3,2.177E-12,4.220E-12,6.472E-12,8.722E-12,10.97E-12,13.22E-12,15.47E-12,19.96E-12,22.21E-12,988.0E-3,-1.990E-9,-1.789E-9,-1.588E-9,-1.386E-9,-1.185E-9,986.0E-3,17.71E-12
988.0E-3,1.786E-12,3.462E-12,5.310E-12,7.157E-12,9.003E-12,10.85E-12,12.69E-12,16.38E-12,18.23E-12,990.0E-3,-1.842E-9,-1.656E-9,-1.469E-9,-1.283E-9,-1.097E-9,988.0E-3,14.54E-12
990.0E-3,1.424E-12,2.760E-12,4.235E-12,5.709E-12,7.182E-12,8.655E-12,10.13E-12,13.07E-12,14.54E-12,992.0E-3,-1.702E-9,-1.530E-9,-1.358E-9,-1.186E-9,-1.013E-9,990.0E-3,11.60E-12
992.0E-3,1.090E-12,2.113E-12,3.243E-12,4.371E-12,5.500E-12,6.628E-12,7.755E-12,10.01E-12,11.14E-12,994.0E-3,-1.571E-9,-1.412E-9,-1.253E-9,-1.094E-9,-935.0E-12,992.0E-3,8.883E-12
994.0E-3,782.3E-15,1.516E-12,2.327E-12,3.138E-12,3.948E-12,4.758E-12,5.567E-12,7.187E-12,7.996E-12,996.0E-3,-1.447E-9,-1.301E-9,-1.154E-9,-1.008E-9,-861.1E-12,994.0E-3,6.377E-12
996.0E-3,498.9E-15,966.7E-15,1.484E-12,2.002E-12,2.519E-12,3.035E-12,3.552E-12,4.586E-12,5.102E-12,998.0E-3,-1.330E-9,-1.196E-9,-1.061E-9,-926.3E-12,-791.6E-12,996.0E-3,4.069E-12
998.0E-3,238.6E-15,462.3E-15,710.0E-15,957.5E-15,1.205E-12,1.452E-12,1.700E-12,2.194E-12,2.441E-12,1.000,-1.221E-9,-1.097E-9,-973.4E-12,-849.8E-12,-726.1E-12,998.0E-3,1.947E-12
1.000,538.0E-30,347.1E-30,410.2E-30,3.118E-27,3.869E-27,-744.7E-30,-908.8E-30,-1.250E-27,-1.414E-27, , , , , , ,1.000,7.939E-27
